province;red;green;blue;x;x
1810;117;125;92;Province1810;x
1811;189;65;105;Province1811;x
1812;83;187;19;Province1812;x
1813;101;161;66;Province1813;x
1814;226;22;39;Province1814;x
1815;75;1;113;Province1815;x
1816;102;0;56;Province1816;x
1817;252;64;111;Province1817;x
1818;230;119;34;Province1818;x
1819;69;12;73;Province1819;x
1820;232;42;18;Province1820;x
1821;144;13;5;Province1821;x
1822;243;188;33;Province1822;x
1823;116;238;90;Province1823;x
1824;123;242;104;Province1824;x
1825;162;25;10;Province1825;x
1826;237;1;100;Province1826;x
1827;79;157;35;Province1827;x
1828;116;74;65;Province1828;x
1829;91;202;52;Province1829;x
1830;218;107;35;Province1830;x
1831;90;145;86;Province1831;x
1832;67;122;83;Province1832;x
1833;218;207;43;Province1833;x
1834;181;191;12;Province1834;x
1835;246;143;28;Province1835;x
1836;80;246;64;Province1836;x
1837;214;84;98;Province1837;x
1838;131;129;75;Province1838;x
1839;183;47;99;Province1839;x
1840;195;29;64;Province1840;x
1841;94;63;28;Province1841;x
1842;162;3;5;Province1842;x
1843;230;78;70;Province1843;x
1844;125;249;94;Province1844;x
1845;169;8;32;Province1845;x
1846;172;16;66;Province1846;x
1847;197;227;121;Province1847;x
1848;126;171;68;Province1848;x
1849;204;0;42;Province1849;x
1850;79;222;126;Province1850;x
1851;90;224;47;Province1851;x
1852;143;82;103;Province1852;x
1853;174;44;91;Province1853;x
1854;68;17;14;Province1854;x
1855;130;111;80;Province1855;x
1856;152;208;31;Province1856;x
1857;169;20;58;Province1857;x
1858;161;26;80;Province1858;x
1859;133;42;5;Province1859;x
1860;132;160;96;Province1860;x
1861;94;121;21;Province1861;x
1862;199;69;119;Province1862;x
1863;7;45;253;;x
1864;14;93;242;;x
1865;13;48;141;;x
1866;63;78;240;;x
1867;1;119;202;;x
1868;59;46;139;;x
1869;31;93;187;;x
1870;58;12;226;;x
1871;50;103;241;;x
1872;45;7;201;;x
1873;46;107;197;;x
1874;47;39;199;;x
1875;37;3;246;;x
1876;47;48;174;;x
1877;59;79;230;;x
1878;61;50;222;;x
1879;26;99;155;;x
1880;10;75;247;;x
1881;54;41;142;;x
1882;54;7;232;;x
1883;58;1;195;;x
1884;36;116;235;;x
1885;9;63;208;;x
1886;30;33;253;;x
1887;28;98;207;;x
1888;15;40;242;;x
1889;7;40;228;;x
1890;17;41;162;;x
1891;19;60;149;;x
1892;49;121;174;;x
1893;30;52;146;;x
1894;45;35;239;;x
1895;9;104;246;;x
1896;27;55;142;;x
1897;32;23;150;;x
1898;20;64;246;;x
1899;15;90;232;;x
1900;22;65;128;;x
1901;60;45;244;;x
1902;29;74;159;;x
1903;28;71;229;;x
1904;35;92;203;;x
1905;7;115;138;;x
1906;51;42;249;;x
1907;39;40;142;;x
1908;53;81;162;;x
1909;13;27;209;;x
1910;56;119;152;;x
1911;59;125;147;;x
1912;10;47;141;;x
1913;12;89;128;;x
1914;9;109;175;;x
1915;7;84;169;;x
1916;59;14;190;;x
1917;30;24;212;;x
1918;24;19;197;;x
1919;28;117;153;;x
1920;40;59;200;;x
1921;0;69;214;;x
1922;3;79;195;;x
1923;62;69;175;;x
1924;2;65;146;;x
1925;20;39;216;;x
1926;32;5;183;;x
1927;3;52;248;;x
1928;17;111;233;;x
1929;0;127;170;;x
1930;48;20;133;;x
1931;2;89;212;;x
1932;54;7;220;;x
1933;20;102;158;;x
1934;34;72;139;;x
1935;26;53;165;;x
1936;26;0;211;;x
1937;63;24;135;;x
1938;27;96;169;;x
1939;17;119;171;;x
1940;55;77;131;;x
1941;13;103;150;;x
1942;32;1;202;;x
1943;43;85;220;;x
1944;30;49;213;;x
1945;6;111;195;;x
1946;3;48;225;;x
1947;54;35;152;;x
1948;61;107;180;;x
1949;8;86;237;;x
1950;36;85;190;;x
1951;47;117;253;;x
1952;5;102;222;;x
1953;61;92;150;;x
1954;44;43;226;;x
1955;60;121;211;;x
1956;24;90;206;;x
1957;42;79;213;;x
1958;48;18;152;;x
1959;27;40;218;;x
1960;39;97;169;;x
1961;29;97;141;;x
1962;10;72;133;;x
1963;53;76;231;;x
1964;35;14;228;;x
1965;45;43;251;;x
1966;16;124;155;;x
1967;47;1;182;;x
1968;43;39;145;;x
1969;59;123;206;;x
1970;7;51;158;;x
1971;54;85;135;;x
1972;44;25;229;;x
1973;58;41;206;;x
1974;22;2;208;;x
1975;8;35;132;;x
1976;18;26;181;;x
1977;50;68;186;;x
1978;13;47;139;;x
1979;29;104;231;;x
1980;62;29;182;;x
1981;39;105;202;;x
1982;30;103;158;;x
1983;53;93;252;;x
1984;16;28;242;;x
1985;5;59;164;;x
1986;34;68;171;;x
1987;47;5;168;;x
1988;50;10;238;;x
1989;54;106;183;;x
1990;52;104;162;;x
1991;20;2;179;;x
1992;57;7;217;;x
1993;9;71;162;;x
1994;19;104;211;;x
1995;43;96;172;;x
1996;40;55;191;;x
1997;39;26;211;;x
1998;12;82;185;;x
1999;15;56;158;;x
2000;11;124;184;;x
2001;7;10;171;;x
2002;52;4;177;;x
2003;38;92;171;;x
2004;28;117;230;;x
2005;63;114;178;;x
2006;2;91;194;;x
2007;4;119;138;;x
2008;16;2;145;;x
2009;5;119;245;;x
2010;12;24;227;;x
2011;55;120;142;;x
2012;43;103;206;;x
2013;24;38;179;;x
2014;62;18;203;;x
2015;15;7;217;;x
2016;38;103;151;;x
2017;42;58;137;;x
2018;52;69;223;;x
2019;35;115;181;;x
2020;30;73;171;;x
2021;40;80;251;;x
2022;26;78;131;;x
2023;44;85;212;;x
2024;18;54;169;;x
2025;41;127;251;;x
2026;48;12;172;;x
2027;37;17;185;;x
2028;9;29;201;;x
2029;8;85;248;;x
2030;52;123;240;;x
2031;5;46;172;;x
2032;31;16;201;;x
2033;15;83;218;;x
2034;8;110;158;;x
2035;41;40;189;;x
2036;36;17;218;;x
2037;42;69;217;;x
2038;58;9;164;;x
2039;26;113;237;;x
2040;35;86;228;;x
2041;11;41;253;;x
2042;20;1;193;;x
